opportunity_id,sales_agent,manager,account,product,product_series,industry,sales_region,office_location,deal_stage,is_won,engage_date,close_date,estimated_amount,revenue,employees,account_age_at_engage,is_subsidiary,log_company_revenue,log_employee_count,engage_month,engage_quarter,engage_year
VTVF5TBV,Darcel Schlecht,Melvin Marxen,Codehow,GTX Pro,GTX,Software,Central,United States,Lost,0,2017-04-10,2017-04-18,4821,2714.9,2641.0,19.0,1,7.9068786691495045,7.879291485082271,Apr,Q2,2017
6AC2ATXU,Darcel Schlecht,Melvin Marxen,Gogozoom,GTX Plus Pro,GTX,Telecommunications,Central,United States,Won,1,2017-04-10,2017-04-16,5482,86.68,187.0,10.0,1,4.473693823199706,5.236441962829949,Apr,Q2,2017
F4J6AVPQ,Darcel Schlecht,Melvin Marxen,Condax,GTX Pro,GTX,Medical,Central,United States,Won,1,2017-04-10,2017-04-17,4821,4.54,9.0,0.0,0,1.7119945007591924,2.302585092994046,Apr,Q2,2017
NFTSU7RW,Darcel Schlecht,Melvin Marxen,Globex Corporation,GTX Pro,GTX,Technology,Central,Norway,Won,1,2017-04-10,2017-04-17,4821,1223.72,2497.0,17.0,0,7.110467525423826,7.823245690685523,Apr,Q2,2017
NCUXZU3S,Darcel Schlecht,Melvin Marxen,Stanredtax,GTX Pro,GTX,Finance,Central,United States,Won,1,2017-04-10,2017-04-20,4821,1698.2,3798.0,30.0,0,7.43791283104762,8.242493153187626,Apr,Q2,2017
YGNVLLUR,Gladys Colclough,Melvin Marxen,Warephase,GTX Basic,GTX,Services,Central,United States,Lost,0,2017-04-10,2017-04-20,550,2041.73,5276.0,20.0,0,7.622042427493597,8.571113033405668,Apr,Q2,2017
O08NQM1J,James Ascencio,Summer Sewald,Cheers,MG Advanced,MG,Entertainment,West,United States,Lost,0,2017-04-10,2017-04-11,3393,4269.9,6472.0,24.0,1,8.35957985684692,8.77539495854551,Apr,Q2,2017
5OJ4IRW4,Jonathan Berthelot,Melvin Marxen,Conecom,GTX Plus Basic,GTX,Technology,Central,United States,Won,1,2017-04-10,2017-06-27,1096,1520.66,1806.0,12.0,0,7.3275571231903545,7.499423290592229,Apr,Q2,2017
ZLY8SZXO,Kami Bicknell,Summer Sewald,Kan-code,GTX Basic,GTX,Software,West,United States,Won,1,2017-04-10,2017-04-16,550,11698.03,34288.0,35.0,0,9.367261211366051,10.442579882010428,Apr,Q2,2017
DCC85LZO,Kami Bicknell,Summer Sewald,Cheers,GTX Plus Basic,GTX,Entertainment,West,United States,Won,1,2017-04-10,2017-04-13,1096,4269.9,6472.0,24.0,1,8.35957985684692,8.77539495854551,Apr,Q2,2017
ZVWUL0LL,Kary Hendrixson,Summer Sewald,Hottechi,GTX Basic,GTX,Technology,West,Korea,Lost,0,2017-04-10,2017-04-12,550,8170.38,16499.0,20.0,0,9.008393084238966,9.711115659888671,Apr,Q2,2017
4R5LIB5F,Kary Hendrixson,Summer Sewald,Green-Plus,GTX Plus Basic,GTX,Services,West,United States,Lost,0,2017-04-10,2017-06-13,1096,692.19,1922.0,14.0,0,6.541304131886272,7.56164174558878,Apr,Q2,2017
P010EEZF,Lajuana Vencill,Dustin Brinkmann,Dontechi,MG Special,MG,Software,Central,United States,Lost,0,2017-04-10,2017-04-12,55,4618.0,10083.0,35.0,0,8.437933510430605,9.218705288307811,Apr,Q2,2017
7AL9GWK6,Lajuana Vencill,Dustin Brinkmann,Codehow,GTX Plus Basic,GTX,Software,Central,United States,Won,1,2017-04-10,2017-06-02,1096,2714.9,2641.0,19.0,1,7.9068786691495045,7.879291485082271,Apr,Q2,2017
RHXY2M2W,Lajuana Vencill,Dustin Brinkmann,Gogozoom,MG Special,MG,Telecommunications,Central,United States,Won,1,2017-04-10,2017-04-18,55,86.68,187.0,10.0,1,4.473693823199706,5.236441962829949,Apr,Q2,2017
R7SESFM0,Marty Freudenburg,Melvin Marxen,Condax,GTX Basic,GTX,Medical,Central,United States,Lost,0,2017-04-10,2017-04-21,550,4.54,9.0,0.0,0,1.7119945007591924,2.302585092994046,Apr,Q2,2017
X501NN9P,Marty Freudenburg,Melvin Marxen,Rangreen,GTX Pro,GTX,Technology,Central,Panama,Won,1,2017-04-10,2017-06-09,4821,2938.67,8775.0,30.0,0,7.9860526091348385,9.079776001955066,Apr,Q2,2017
AUDYTWRK,Maureen Marcano,Summer Sewald,Hottechi,GTX Plus Basic,GTX,Technology,West,Korea,Won,1,2017-04-10,2017-06-26,1096,8170.38,16499.0,20.0,0,9.008393084238966,9.711115659888671,Apr,Q2,2017
EUKD4Z0V,Reed Clapper,Rocco Neubert,Plussunin,GTX Pro,GTX,Retail,East,United States,Lost,0,2017-04-10,2017-04-16,4821,1419.98,4018.0,14.0,0,7.259102053402697,8.2987883944492,Apr,Q2,2017
KPUHKYWU,Reed Clapper,Rocco Neubert,The New York Inquirer,GTX Pro,GTX,Medical,East,United States,Won,1,2017-04-10,2017-04-20,4821,439.21,792.0,21.0,0,6.0872518857811775,6.675823221634848,Apr,Q2,2017
B0KF3NFK,Versie Hillebrand,Dustin Brinkmann,Rundofase,MG Special,MG,Technology,Central,United States,Won,1,2017-04-10,2017-04-18,55,1008.06,1238.0,34.0,0,6.916774483402297,7.122059881629142,Apr,Q2,2017
70M5V003,Vicki Laflamme,Celia Rouche,J-Texon,MG Special,MG,Retail,West,United States,Lost,0,2017-04-10,2017-04-18,55,1388.67,3583.0,28.0,0,7.2368215878665625,8.18423477409482,Apr,Q2,2017
OC66D0JA,Zane Levy,Summer Sewald,Goodsilron,GTX Basic,GTX,Marketing,West,United States,Won,1,2017-04-10,2017-04-11,550,2952.73,5107.0,17.0,0,7.990824057424448,8.53856321715243,Apr,Q2,2017
KE7SZLG7,Boris Faz,Rocco Neubert,Gekko & Co,GTX Plus Basic,GTX,Retail,East,United States,Won,1,2017-04-11,2017-06-11,1096,2520.83,3502.0,27.0,0,7.832740107432939,8.161375023197486,Apr,Q2,2017
XYZ39YT2,Cecily Lampkin,Dustin Brinkmann,Betatech,MG Special,MG,Medical,Central,Kenya,Lost,0,2017-04-11,2017-04-19,55,647.18,1185.0,31.0,0,6.474168435556948,7.078341579557671,Apr,Q2,2017
O4LNS6IC,Daniell Hammack,Rocco Neubert,Ontomedia,MG Special,MG,Employment,East,United States,Won,1,2017-04-11,2017-04-13,55,882.12,2769.0,20.0,0,6.783461091710096,7.926602599181384,Apr,Q2,2017
UKIM9XIZ,Darcel Schlecht,Melvin Marxen,Inity,GTX Pro,GTX,Marketing,Central,United States,Lost,0,2017-04-11,2017-04-19,4821,2403.58,8801.0,31.0,0,7.785130531114553,9.082734247371036,Apr,Q2,2017
5Z0ACVAM,Darcel Schlecht,Melvin Marxen,Inity,GTX Pro,GTX,Marketing,Central,United States,Lost,0,2017-04-11,2017-04-12,4821,2403.58,8801.0,31.0,0,7.785130531114553,9.082734247371036,Apr,Q2,2017
DIAR4IM7,Darcel Schlecht,Melvin Marxen,Condax,GTX Pro,GTX,Medical,Central,United States,Won,1,2017-04-11,2017-04-18,4821,4.54,9.0,0.0,0,1.7119945007591924,2.302585092994046,Apr,Q2,2017
30YWHJV8,Donn Cantrell,Rocco Neubert,Plussunin,GTX Plus Basic,GTX,Retail,East,United States,Lost,0,2017-04-11,2017-04-18,1096,1419.98,4018.0,14.0,0,7.259102053402697,8.2987883944492,Apr,Q2,2017
ABXW1X4U,Elease Gluck,Celia Rouche,Faxquote,GTX Basic,GTX,Telecommunications,West,United States,Lost,0,2017-04-11,2017-06-22,550,1825.82,5595.0,22.0,1,7.510332029356891,8.629807335785372,Apr,Q2,2017
SZ1H1L8I,Elease Gluck,Celia Rouche,Xx-holding,GTX Plus Basic,GTX,Finance,West,United States,Won,1,2017-04-11,2017-04-13,1096,7537.24,20293.0,24.0,0,8.927744012004242,9.918080554839028,Apr,Q2,2017
IR03B656,Gladys Colclough,Melvin Marxen,Rundofase,GTX Basic,GTX,Technology,Central,United States,Lost,0,2017-04-11,2017-04-21,550,1008.06,1238.0,34.0,0,6.916774483402297,7.122059881629142,Apr,Q2,2017
6NZROTHF,James Ascencio,Summer Sewald,Rantouch,GTX Plus Pro,GTX,Telecommunications,West,United States,Lost,0,2017-04-11,2017-06-10,5482,1188.42,3015.0,23.0,0,7.081221072332061,8.011686729127847,Apr,Q2,2017
IFIIB8Y6,Kami Bicknell,Summer Sewald,Konex,GTX Basic,GTX,Technology,West,United States,Lost,0,2017-04-11,2017-04-13,550,7708.38,13756.0,37.0,0,8.950193048278516,9.529303064460995,Apr,Q2,2017
R2CS85YJ,Kary Hendrixson,Summer Sewald,Groovestreet,GTX Basic,GTX,Retail,West,United States,Lost,0,2017-04-11,2017-04-13,550,223.8,299.0,14.0,0,5.415211118019536,5.703782474656201,Apr,Q2,2017
8EAINY61,Kary Hendrixson,Summer Sewald,Singletechno,GTX Basic,GTX,Retail,West,United States,Lost,0,2017-04-11,2017-04-18,550,2214.94,5374.0,21.0,0,7.703431971688343,8.589513852995864,Apr,Q2,2017
T23MHC9C,Kary Hendrixson,Summer Sewald,Doncon,GTX Basic,GTX,Technology,West,United States,Won,1,2017-04-11,2017-04-18,550,587.72,1501.0,7.0,0,6.377950688618344,7.31455283232408,Apr,Q2,2017
D30QC4EE,Kary Hendrixson,Summer Sewald,Rantouch,GTX Pro,GTX,Telecommunications,West,United States,Won,1,2017-04-11,2017-06-19,4821,1188.42,3015.0,23.0,0,7.081221072332061,8.011686729127847,Apr,Q2,2017
JHIX3ODA,Moses Frase,Dustin Brinkmann,dambase,MG Advanced,MG,Marketing,Central,United States,Lost,0,2017-04-11,2017-04-21,3393,2173.98,2928.0,22.0,1,7.684774748078207,7.982416346827733,Apr,Q2,2017
BPUE8GTU,Moses Frase,Dustin Brinkmann,Rundofase,MG Special,MG,Technology,Central,United States,Won,1,2017-04-11,2017-06-06,55,1008.06,1238.0,34.0,0,6.916774483402297,7.122059881629142,Apr,Q2,2017
2DOJKFNW,Niesha Huffines,Melvin Marxen,dambase,MG Advanced,MG,Marketing,Central,United States,Lost,0,2017-04-11,2017-04-12,3393,2173.98,2928.0,22.0,1,7.684774748078207,7.982416346827733,Apr,Q2,2017
0PSKGNYE,Niesha Huffines,Melvin Marxen,Gogozoom,GTX Basic,GTX,Telecommunications,Central,United States,Won,1,2017-04-11,2017-04-12,550,86.68,187.0,10.0,1,4.473693823199706,5.236441962829949,Apr,Q2,2017
J75N0QYA,Niesha Huffines,Melvin Marxen,Gogozoom,MG Special,MG,Telecommunications,Central,United States,Won,1,2017-04-11,2017-04-13,55,86.68,187.0,10.0,1,4.473693823199706,5.236441962829949,Apr,Q2,2017
SDS8SAZC,Rosalina Dieter,Celia Rouche,Hatfan,GTX Pro,GTX,Services,West,United States,Won,1,2017-04-11,2017-06-17,4821,792.46,1299.0,35.0,0,6.676403129118039,7.170119543449628,Apr,Q2,2017
1426E8W6,Versie Hillebrand,Dustin Brinkmann,Cancity,GTX Basic,GTX,Retail,Central,United States,Lost,0,2017-04-11,2017-04-21,550,718.62,2448.0,16.0,0,6.578723294908609,7.803435056952168,Apr,Q2,2017
3BFBN8JW,Versie Hillebrand,Dustin Brinkmann,Funholding,MG Advanced,MG,Finance,Central,United States,Lost,0,2017-04-11,2017-04-18,3393,2819.5,7227.0,26.0,1,7.944669453180031,8.885717651712119,Apr,Q2,2017
W1GERPB9,Vicki Laflamme,Celia Rouche,Fasehatice,GTX Pro,GTX,Retail,West,United States,Won,1,2017-04-11,2017-06-21,4821,4968.91,7523.0,27.0,0,8.511157010274799,8.925853190420922,Apr,Q2,2017
922DHXBA,Violet Mclelland,Cara Losch,Opentech,MG Special,MG,Finance,East,United States,Lost,0,2017-04-11,2017-04-22,55,355.23,853.0,23.0,0,5.875576589656054,6.74993119378857,Apr,Q2,2017
L36WU4AH,Violet Mclelland,Cara Losch,Massive Dynamic,MG Special,MG,Entertainment,East,United States,Won,1,2017-04-11,2017-04-12,55,665.06,1095.0,28.0,0,6.501379756572611,6.999422467507961,Apr,Q2,2017
2K8H292S,Anna Snelling,Dustin Brinkmann,Rundofase,GTX Basic,GTX,Technology,Central,United States,Lost,0,2017-04-12,2017-04-18,550,1008.06,1238.0,34.0,0,6.916774483402297,7.122059881629142,Apr,Q2,2017
XNHGOHPW,Boris Faz,Rocco Neubert,Konex,MG Advanced,MG,Technology,East,United States,Won,1,2017-04-12,2017-04-22,3393,7708.38,13756.0,37.0,0,8.950193048278516,9.529303064460995,Apr,Q2,2017
GAM8C5ET,Cassey Cress,Rocco Neubert,Betasoloin,GTX Plus Pro,GTX,Medical,East,United States,Lost,0,2017-04-12,2017-04-17,5482,251.41,495.0,18.0,0,5.531054749533568,6.206575926724928,Apr,Q2,2017
BHT7UEDJ,Cassey Cress,Rocco Neubert,Zathunicon,GTX Basic,GTX,Retail,East,United States,Won,1,2017-04-12,2017-04-19,550,71.12,144.0,7.0,0,4.2783313983351166,4.976733742420574,Apr,Q2,2017
7PAVX9CP,Cassey Cress,Rocco Neubert,Gekko & Co,GTX Plus Basic,GTX,Retail,East,United States,Won,1,2017-04-12,2017-04-14,1096,2520.83,3502.0,27.0,0,7.832740107432939,8.161375023197486,Apr,Q2,2017
IVW8MQGN,Cecily Lampkin,Dustin Brinkmann,dambase,MG Advanced,MG,Marketing,Central,United States,Won,1,2017-04-12,2017-04-20,3393,2173.98,2928.0,22.0,1,7.684774748078207,7.982416346827733,Apr,Q2,2017
1VHUPB8X,Darcel Schlecht,Melvin Marxen,Streethex,GTX Plus Basic,GTX,Retail,Central,Belgium,Lost,0,2017-04-12,2017-04-14,1096,1376.8,1165.0,29.0,0,7.228243303159095,7.061334366910438,Apr,Q2,2017
G5FN7I7T,Darcel Schlecht,Melvin Marxen,Gogozoom,MG Advanced,MG,Telecommunications,Central,United States,Lost,0,2017-04-12,2017-06-28,3393,86.68,187.0,10.0,1,4.473693823199706,5.236441962829949,Apr,Q2,2017
OHVPXBSR,Donn Cantrell,Rocco Neubert,Yearin,GTX Pro,GTX,Retail,East,United States,Won,1,2017-04-12,2017-04-13,4821,2261.05,3851.0,12.0,0,7.724026760764218,8.256347772918016,Apr,Q2,2017
GHY9QZKG,Hayden Neloms,Celia Rouche,Goodsilron,MG Special,MG,Marketing,West,United States,Lost,0,2017-04-12,2017-04-16,55,2952.73,5107.0,17.0,0,7.990824057424448,8.53856321715243,Apr,Q2,2017
M9RGVU1F,Jonathan Berthelot,Melvin Marxen,Cancity,GTX Pro,GTX,Retail,Central,United States,Lost,0,2017-04-12,2017-04-24,4821,718.62,2448.0,16.0,0,6.578723294908609,7.803435056952168,Apr,Q2,2017
JBBJL4C2,Jonathan Berthelot,Melvin Marxen,Dontechi,GTX Basic,GTX,Software,Central,United States,Won,1,2017-04-12,2017-06-23,550,4618.0,10083.0,35.0,0,8.437933510430605,9.218705288307811,Apr,Q2,2017
HMI6RBK9,Jonathan Berthelot,Melvin Marxen,Rangreen,GTX Basic,GTX,Technology,Central,Panama,Won,1,2017-04-12,2017-06-16,550,2938.67,8775.0,30.0,0,7.9860526091348385,9.079776001955066,Apr,Q2,2017
2EKGLB0Q,Kami Bicknell,Summer Sewald,Y-corporation,GTX Basic,GTX,Employment,West,United States,Won,1,2017-04-12,2017-04-13,550,2871.35,9561.0,34.0,0,7.962885789038285,9.165552189186048,Apr,Q2,2017
NBYPJR21,Kami Bicknell,Summer Sewald,Finjob,GTX Pro,GTX,Employment,West,United States,Won,1,2017-04-12,2017-04-22,4821,2059.9,3644.0,29.0,0,7.630898059577463,8.201111644442758,Apr,Q2,2017
HYPZOTY8,Kami Bicknell,Summer Sewald,Goodsilron,MG Special,MG,Marketing,West,United States,Won,1,2017-04-12,2017-04-19,55,2952.73,5107.0,17.0,0,7.990824057424448,8.53856321715243,Apr,Q2,2017
31I0SB7T,Kami Bicknell,Summer Sewald,Konex,MG Advanced,MG,Technology,West,United States,Won,1,2017-04-12,2017-04-19,3393,7708.38,13756.0,37.0,0,8.950193048278516,9.529303064460995,Apr,Q2,2017
UIDAJBAI,Kary Hendrixson,Summer Sewald,Doncon,GTX Pro,GTX,Technology,West,United States,Lost,0,2017-04-12,2017-04-13,4821,587.72,1501.0,7.0,0,6.377950688618344,7.31455283232408,Apr,Q2,2017
VO3C2LE4,Kary Hendrixson,Summer Sewald,Groovestreet,MG Special,MG,Retail,West,United States,Lost,0,2017-04-12,2017-04-16,55,223.8,299.0,14.0,0,5.415211118019536,5.703782474656201,Apr,Q2,2017
UC7JT39Q,Markita Hansen,Celia Rouche,Golddex,MG Special,MG,Finance,West,United States,Lost,0,2017-04-12,2017-04-13,55,52.5,165.0,9.0,0,3.979681653901961,5.111987788356544,Apr,Q2,2017
F1LLBOUV,Marty Freudenburg,Melvin Marxen,Codehow,GTX Plus Basic,GTX,Software,Central,United States,Lost,0,2017-04-12,2017-04-13,1096,2714.9,2641.0,19.0,1,7.9068786691495045,7.879291485082271,Apr,Q2,2017
7H9J8W50,Marty Freudenburg,Melvin Marxen,Hottechi,GTX Plus Pro,GTX,Technology,Central,Korea,Lost,0,2017-04-12,2017-04-14,5482,8170.38,16499.0,20.0,0,9.008393084238966,9.711115659888671,Apr,Q2,2017
8O03S3U3,Moses Frase,Dustin Brinkmann,Conecom,GTX Plus Pro,GTX,Technology,Central,United States,Lost,0,2017-04-12,2017-04-22,5482,1520.66,1806.0,12.0,0,7.3275571231903545,7.499423290592229,Apr,Q2,2017
TGQN6HTN,Reed Clapper,Rocco Neubert,Kan-code,GTX Plus Pro,GTX,Software,East,United States,Won,1,2017-04-12,2017-06-21,5482,11698.03,34288.0,35.0,0,9.367261211366051,10.442579882010428,Apr,Q2,2017
CPJK2600,Versie Hillebrand,Dustin Brinkmann,Statholdings,MG Special,MG,Employment,Central,United States,Lost,0,2017-04-12,2017-04-19,55,291.27,586.0,20.0,0,5.677678032570093,6.375024819828097,Apr,Q2,2017
TLXS1NB8,Vicki Laflamme,Celia Rouche,Green-Plus,GTX Plus Pro,GTX,Services,West,United States,Lost,0,2017-04-12,2017-04-19,5482,692.19,1922.0,14.0,0,6.541304131886272,7.56164174558878,Apr,Q2,2017
TRR34NSR,Vicki Laflamme,Celia Rouche,Hottechi,GTX Basic,GTX,Technology,West,Korea,Won,1,2017-04-12,2017-06-06,550,8170.38,16499.0,20.0,0,9.008393084238966,9.711115659888671,Apr,Q2,2017
F2KINGVU,Vicki Laflamme,Celia Rouche,J-Texon,MG Special,MG,Retail,West,United States,Won,1,2017-04-12,2017-04-23,55,1388.67,3583.0,28.0,0,7.2368215878665625,8.18423477409482,Apr,Q2,2017
Q169CIK6,Violet Mclelland,Cara Losch,Bioplex,MG Advanced,MG,Medical,East,United States,Lost,0,2017-04-12,2017-04-18,3393,326.82,1016.0,26.0,0,5.792464677261214,6.92461239604856,Apr,Q2,2017
1QWG9VM6,Zane Levy,Summer Sewald,Hatfan,GTX Pro,GTX,Services,West,United States,Won,1,2017-04-12,2017-04-22,4821,792.46,1299.0,35.0,0,6.676403129118039,7.170119543449628,Apr,Q2,2017
8OHCCD42,Anna Snelling,Dustin Brinkmann,Bioholding,GTX Plus Basic,GTX,Medical,Central,Philipines,Lost,0,2017-04-13,2017-04-15,1096,587.34,1356.0,5.0,0,6.377305012079846,7.213031659834869,Apr,Q2,2017
QBCK25DV,Anna Snelling,Dustin Brinkmann,Inity,MG Special,MG,Marketing,Central,United States,Won,1,2017-04-13,2017-04-15,55,2403.58,8801.0,31.0,0,7.785130531114553,9.082734247371036,Apr,Q2,2017
8IEVY30X,Boris Faz,Rocco Neubert,Ontomedia,GTX Plus Basic,GTX,Employment,East,United States,Won,1,2017-04-13,2017-04-14,1096,882.12,2769.0,20.0,0,6.783461091710096,7.926602599181384,Apr,Q2,2017
6444O6DK,Corliss Cosme,Cara Losch,Donquadtech,GTX Basic,GTX,Technology,East,United States,Lost,0,2017-04-13,2017-04-23,550,1712.68,3194.0,25.0,1,7.446398383944561,8.069342366811636,Apr,Q2,2017
GNL7T2JP,Corliss Cosme,Cara Losch,Silis,GTX Pro,GTX,Medical,East,United States,Lost,0,2017-04-13,2017-04-18,4821,2818.38,6290.0,23.0,0,7.944272281603784,8.74687531957003,Apr,Q2,2017
V9YR14KW,Daniell Hammack,Rocco Neubert,Plussunin,GTX Basic,GTX,Retail,East,United States,Lost,0,2017-04-13,2017-04-20,550,1419.98,4018.0,14.0,0,7.259102053402697,8.2987883944492,Apr,Q2,2017
24LP4J8U,Daniell Hammack,Rocco Neubert,Kan-code,GTX Pro,GTX,Software,East,United States,Lost,0,2017-04-13,2017-05-13,4821,11698.03,34288.0,35.0,0,9.367261211366051,10.442579882010428,Apr,Q2,2017
37LTMWB0,Darcel Schlecht,Melvin Marxen,Betatech,GTX Basic,GTX,Medical,Central,Kenya,Lost,0,2017-04-13,2017-04-20,550,647.18,1185.0,31.0,0,6.474168435556948,7.078341579557671,Apr,Q2,2017
8BH9RNZI,Darcel Schlecht,Melvin Marxen,Globex Corporation,GTX Pro,GTX,Technology,Central,Norway,Lost,0,2017-04-13,2017-04-14,4821,1223.72,2497.0,17.0,0,7.110467525423826,7.823245690685523,Apr,Q2,2017
2ZU519Y6,Darcel Schlecht,Melvin Marxen,Domzoom,GTX Plus Basic,GTX,Entertainment,Central,United States,Won,1,2017-04-13,2017-04-19,1096,217.87,551.0,19.0,0,5.3884779462559935,6.313548046277095,Apr,Q2,2017
ZESI2PFU,Darcel Schlecht,Melvin Marxen,Dontechi,GTX Plus Basic,GTX,Software,Central,United States,Won,1,2017-04-13,2017-06-27,1096,4618.0,10083.0,35.0,0,8.437933510430605,9.218705288307811,Apr,Q2,2017
X8T4XLTY,Darcel Schlecht,Melvin Marxen,Scottech,GTX Plus Basic,GTX,Marketing,Central,United States,Won,1,2017-04-13,2017-04-23,1096,45.39,100.0,5.0,1,3.8370839187636525,4.61512051684126,Apr,Q2,2017
OS2CD01K,Darcel Schlecht,Melvin Marxen,Streethex,GTX Plus Pro,GTX,Retail,Central,Belgium,Won,1,2017-04-13,2017-04-21,5482,1376.8,1165.0,29.0,0,7.228243303159095,7.061334366910438,Apr,Q2,2017
JNKDEAG9,Gladys Colclough,Melvin Marxen,Condax,GTX Plus Pro,GTX,Medical,Central,United States,Lost,0,2017-04-13,2017-04-19,5482,4.54,9.0,0.0,0,1.7119945007591924,2.302585092994046,Apr,Q2,2017
7MGVL7FC,Gladys Colclough,Melvin Marxen,Ron-tech,MG Special,MG,Medical,Central,United States,Won,1,2017-04-13,2017-04-22,55,3922.42,6837.0,25.0,0,8.274719001401705,8.830250570199247,Apr,Q2,2017
IFJ2AE9R,Hayden Neloms,Celia Rouche,Dalttechnology,MG Advanced,MG,Software,West,United States,Lost,0,2017-04-13,2017-04-20,3393,98.79,96.0,4.0,1,4.603067977896221,4.574710978503383,Apr,Q2,2017
HEDUIEUN,Hayden Neloms,Celia Rouche,Hatfan,MG Special,MG,Services,West,United States,Won,1,2017-04-13,2017-06-23,55,792.46,1299.0,35.0,0,6.676403129118039,7.170119543449628,Apr,Q2,2017
D3OST43E,James Ascencio,Summer Sewald,Golddex,GTX Plus Basic,GTX,Finance,West,United States,Won,1,2017-04-13,2017-04-20,1096,52.5,165.0,9.0,0,3.979681653901961,5.111987788356544,Apr,Q2,2017
9537WTHG,Kami Bicknell,Summer Sewald,Rantouch,GTX Basic,GTX,Telecommunications,West,United States,Lost,0,2017-04-13,2017-06-09,550,1188.42,3015.0,23.0,0,7.081221072332061,8.011686729127847,Apr,Q2,2017
6PMHI9G4,Kami Bicknell,Summer Sewald,Hottechi,GTX Basic,GTX,Technology,West,Korea,Won,1,2017-04-13,2017-04-22,550,8170.38,16499.0,20.0,0,9.008393084238966,9.711115659888671,Apr,Q2,2017
H3ITKE4I,Kary Hendrixson,Summer Sewald,Hatfan,GTX Pro,GTX,Services,West,United States,Lost,0,2017-04-13,2017-04-19,4821,792.46,1299.0,35.0,0,6.676403129118039,7.170119543449628,Apr,Q2,2017
4RPUMZ9M,Kary Hendrixson,Summer Sewald,Y-corporation,GTX Pro,GTX,Employment,West,United States,Lost,0,2017-04-13,2017-04-21,4821,2871.35,9561.0,34.0,0,7.962885789038285,9.165552189186048,Apr,Q2,2017
U9RFE81I,Moses Frase,Dustin Brinkmann,Warephase,MG Special,MG,Services,Central,United States,Lost,0,2017-04-13,2017-08-16,55,2041.73,5276.0,20.0,0,7.622042427493597,8.571113033405668,Apr,Q2,2017
4T2XENE2,Niesha Huffines,Melvin Marxen,Scottech,GTX Plus Basic,GTX,Marketing,Central,United States,Lost,0,2017-04-13,2017-06-16,1096,45.39,100.0,5.0,1,3.8370839187636525,4.61512051684126,Apr,Q2,2017
LIFA0JYO,Versie Hillebrand,Dustin Brinkmann,Finhigh,MG Special,MG,Finance,Central,United States,Lost,0,2017-04-13,2017-05-26,55,1102.43,1759.0,11.0,0,7.00617878915823,7.473069088032197,Apr,Q2,2017
JQ8V4I1K,Versie Hillebrand,Dustin Brinkmann,Bioholding,MG Special,MG,Medical,Central,Philipines,Won,1,2017-04-13,2017-04-22,55,587.34,1356.0,5.0,0,6.377305012079846,7.213031659834869,Apr,Q2,2017
N5CCEEOY,Vicki Laflamme,Celia Rouche,Kan-code,GTX Plus Pro,GTX,Software,West,United States,Lost,0,2017-04-13,2017-04-20,5482,11698.03,34288.0,35.0,0,9.367261211366051,10.442579882010428,Apr,Q2,2017
C0SNGBJU,Vicki Laflamme,Celia Rouche,Blackzim,MG Advanced,MG,Retail,West,United States,Lost,0,2017-04-13,2017-04-23,3393,497.11,1588.0,8.0,0,6.210820936167614,7.370860166536716,Apr,Q2,2017
VN6JB8HU,Violet Mclelland,Cara Losch,Sumace,GTX Plus Basic,GTX,Retail,East,Romania,Won,1,2017-04-13,2017-06-10,1096,167.89,493.0,17.0,0,5.12924761542983,6.202535517187923,Apr,Q2,2017
JK4IB77I,Wilburn Farren,Cara Losch,Silis,GTX Pro,GTX,Medical,East,United States,Lost,0,2017-04-13,2017-04-26,4821,2818.38,6290.0,23.0,0,7.944272281603784,8.74687531957003,Apr,Q2,2017
XMEYATKB,Cassey Cress,Rocco Neubert,Zencorporation,GTX Plus Pro,GTX,Technology,East,China,Lost,0,2017-04-14,2017-04-19,5482,40.79,142.0,6.0,0,3.732657076459824,4.962844630259907,Apr,Q2,2017
IUDDK8Q0,Cassey Cress,Rocco Neubert,Bluth Company,GTX Pro,GTX,Technology,East,United States,Lost,0,2017-04-14,2017-04-22,4821,1242.32,3027.0,24.0,1,7.1255405000516605,8.01565761455734,Apr,Q2,2017
YQXAY03C,Cassey Cress,Rocco Neubert,Umbrella Corporation,MG Advanced,MG,Finance,East,United States,Lost,0,2017-04-14,2017-04-19,3393,2022.14,5113.0,19.0,0,7.6124060389254975,8.539737155851132,Apr,Q2,2017
QKQ5N9Z1,Corliss Cosme,Cara Losch,Massive Dynamic,GTX Plus Basic,GTX,Entertainment,East,United States,Won,1,2017-04-14,2017-04-23,1096,665.06,1095.0,28.0,0,6.501379756572611,6.999422467507961,Apr,Q2,2017
RZRRMWTH,Daniell Hammack,Rocco Neubert,The New York Inquirer,MG Advanced,MG,Medical,East,United States,Lost,0,2017-04-14,2017-04-20,3393,439.21,792.0,21.0,0,6.0872518857811775,6.675823221634848,Apr,Q2,2017
JS9SCCJ3,Darcel Schlecht,Melvin Marxen,Gogozoom,GTX Plus Basic,GTX,Telecommunications,Central,United States,Lost,0,2017-04-14,2017-04-15,1096,86.68,187.0,10.0,1,4.473693823199706,5.236441962829949,Apr,Q2,2017
WOBZWEPI,Darcel Schlecht,Melvin Marxen,Treequote,GTX Pro,GTX,Telecommunications,Central,United States,Lost,0,2017-04-14,2017-04-16,4821,5266.09,8595.0,29.0,1,8.569233306863506,9.059052257762401,Apr,Q2,2017
